scup_mu,scup_size,bsb_mu,bsb_size,sf_mu,sf_size,draw,state
3.2802441,.32752329,2.1206446,.21723832,.72563595,.13415843,1,CT
3.1756325,.32860413,1.8078541,.2211581,.66820133,.13632484,2,CT
3.40326,.32634547,1.5397322,.22597182,.68904006,.13548885,3,CT
3.5386548,.32515249,1.6993983,.22289832,.72082448,.13432419,4,CT
3.3680642,.32667282,2.2820823,.21567538,.65434325,.13691643,5,CT
3.4724994,.32572269,2.1675458,.21675786,.62844086,.13810751,6,CT
3.1329904,.32906759,1.8289018,.22084719,.65854669,.1367338,7,CT
3.2118058,.32822162,1.7918149,.22140054,.72714245,.13410705,8,CT
3.2386994,.32794333,1.5962127,.22480442,.69861758,.13512459,9,CT
3.2644606,.32768148,1.6677192,.22345506,.65376723,.13694167,10,CT
3.4073644,.3263078,1.7381853,.22224784,.74418044,.13354316,11,CT
3.2447422,.32788152,1.8669688,.22030476,.79185331,.13211584,12,CT
3.1621444,.32874924,2.1299455,.2171412,.70080823,.13504295,13,CT
3.1493161,.32888851,1.7331163,.22233097,.71575147,.13450184,14,CT
3.2056775,.32828575,1.8911769,.21997249,.68449509,.13566598,15,CT
3.4557641,.32587072,1.8017622,.22124961,.75120813,.13331935,16,CT
3.5300951,.32522497,1.7521836,.22202104,.58328837,.14049762,17,CT
3.2006116,.32833898,2.0222869,.21832609,.69940662,.13509512,18,CT
3.5103602,.3253935,1.2714007,.23319481,.72749084,.13409521,19,CT
3.1842589,.32851204,2.171984,.21671358,.71932381,.13437644,20,CT
3.2169905,.32816759,2.266351,.21581696,.6640377,.13649945,21,CT
3.5670347,.32491496,1.9713919,.21893631,.67312211,.13612181,22,CT
3.1657467,.32871035,1.9295374,.219465,.68500775,.13564587,23,CT
3.23718,.32795891,1.9391465,.21934138,.53042287,.1439535,24,CT
3.3102331,.32722729,1.3916498,.22955668,.7923674,.13210154,25,CT
3.4135051,.3262516,1.8519268,.22051612,.64323407,.13741301,26,CT
3.2359796,.32797125,2.1601095,.2168325,.71087366,.13467549,27,CT
3.2034714,.32830891,2.0447724,.21806721,.72145772,.13430223,28,CT
3.1921577,.32842821,2.2105057,.21633741,.75292206,.13326551,29,CT
3.1750827,.32861003,1.855788,.2204615,.78080618,.13242844,30,CT
3.2899408,.32742694,1.8271456,.22087282,.64022428,.13755114,31,CT
3.325784,.32707614,1.8669556,.22030495,.63226533,.13792416,32,CT
3.296577,.32736138,1.9464639,.21924815,.77001476,.13274397,33,CT
3.5162792,.32534274,1.993757,.2186639,.66728663,.13636297,34,CT
3.3335602,.32700109,1.922523,.21955611,.64251757,.13744575,35,CT
3.401562,.32636109,1.9586294,.21909486,.63542527,.13777471,36,CT
3.4569602,.32586008,1.8970926,.21989274,.65891302,.13671802,37,CT
3.3294148,.32704106,1.7719699,.22170734,.70782018,.13478565,38,CT
3.1521325,.32885784,1.5289383,.2262062,.71563083,.13450611,39,CT
3.3434293,.32690644,2.2591836,.21588218,.73944223,.1336969,40,CT
3.4881208,.32558593,1.9412099,.21931501,.63313711,.13788275,41,CT
3.5123136,.32537672,1.7345713,.22230706,.56576926,.14155343,42,CT
3.3874168,.32649192,2.060117,.21789412,.67043942,.13623205,43,CT
3.51963,.32531407,1.8064485,.22117916,.6970647,.13518284,44,CT
3.1626155,.32874414,1.8223357,.22094332,.68002063,.13584314,45,CT
3.1887653,.32846415,1.5867605,.22499317,.621328,.13845584,46,CT
3.4066429,.32631442,2.235162,.21610411,.58146322,.14060394,47,CT
3.0916166,.32953078,1.9469129,.21924245,.50712943,.14577064,48,CT
3.5554528,.3250114,1.8256934,.22089405,.80421704,.13177782,49,CT
3.4478214,.32594153,1.5464977,.22582683,.74524301,.13350901,50,CT
3.0189939,.33037788,2.0401495,.21811992,.53806567,.1434007,51,CT
2.9380543,.33137688,1.8992383,.21986395,.62127113,.13845865,52,CT
3.3584008,.32676402,2.5179369,.21378286,.6970892,.13518192,53,CT
3.27106,.32761514,1.7833239,.22153087,.77551925,.13258174,54,CT
3.2203116,.32813305,2.1425669,.21701087,.71481526,.13453496,55,CT
3.4525688,.32589915,1.9074533,.21975438,.73167139,.13395414,56,CT
3.6811082,.32400042,2.1355786,.21708281,.59796911,.13967167,57,CT
3.3284314,.32705054,1.6801739,.22323334,.76471889,.13290264,58,CT
3.4587924,.32584381,1.8176398,.22101255,.64873964,.13716432,59,CT
3.2525809,.32780167,2.0995584,.21746205,.72930986,.13403359,60,CT
3.2086217,.32825491,2.1178663,.21726751,.60877854,.13909478,61,CT
3.2097833,.32824275,1.727769,.22241928,.68224752,.13575462,62,CT
3.1820457,.32853562,2.4238651,.21448964,.75625658,.13316159,63,CT
3.104728,.32938251,1.2984028,.2323087,.6888833,.13549492,64,CT
3.4126477,.3262594,2.1923199,.21651319,.73190886,.13394618,65,CT
3.2549756,.32777736,2.4446814,.21432814,.72423893,.13420628,66,CT
3.1818962,.32853723,2.0896804,.21756858,.6959666,.13522422,67,CT
3.4370959,.3260377,1.98501,.21876964,.68260622,.13574043,68,CT
3.3011496,.32731634,1.4055545,.22918269,.72008991,.13434973,69,CT
3.2493579,.32783446,2.3738196,.21489054,.7022168,.13499077,70,CT
3.5066972,.325425,2.2442002,.21602,.70310545,.13495798,71,CT
3.2513924,.32781374,1.9014015,.219835,.63488406,.13780017,72,CT
3.6138954,.32453164,2.0977581,.21748139,.58903742,.1401681,73,CT
2.979223,.33086121,1.869092,.22027524,.6855216,.13562573,74,CT
2.9646256,.33104226,1.6060321,.22461101,.63671875,.13771404,75,CT
3.5515294,.32504424,1.8987275,.21987079,.67235929,.13615306,76,CT
3.1009219,.32942542,1.4134879,.22897315,.70414627,.1349197,77,CT
3.4480073,.32593986,1.5050702,.22673818,.78822792,.1322173,78,CT
3.4919629,.32555249,1.707972,.22275166,.70724249,.13480662,79,CT
3.3270102,.32706428,2.2137876,.21630603,.5996601,.13957973,80,CT
3.1267524,.32913655,1.7457263,.22212514,.72362918,.13422725,81,CT
3.4111688,.32627293,2.1922662,.21651371,.54676849,.14279497,82,CT
3.1912642,.32843766,1.5193061,.22641857,.67844546,.13590617,83,CT
3.2768679,.327557,1.896785,.21989687,.71784347,.13442822,84,CT
3.0489712,.33002278,1.6427913,.2239103,.70668894,.13482675,85,CT
3.0463166,.33005393,1.4995493,.22686401,.72465765,.13419192,86,CT
3.0249922,.3303062,1.8471848,.22058354,.76791799,.13280648,87,CT
3.9018517,.32239506,2.0375011,.21815024,.70490801,.13489176,88,CT
3.2868323,.32745776,1.7751496,.22165766,.70728576,.13480505,89,CT
3.3252759,.32708102,2.040787,.21811263,.6133979,.13885586,90,CT
3.2786884,.32753882,2.4979455,.21392822,.70551097,.13486971,91,CT
2.8810818,.33211762,1.9602671,.21907438,.69722134,.13517696,92,CT
3.3792498,.32656798,1.6726695,.22336648,.61393648,.13882829,93,CT
3.2674081,.32765183,1.6595153,.22360317,.55641341,.14215145,94,CT
3.423245,.32616287,1.727614,.22242185,.74723345,.13344532,95,CT
3.1992524,.32835329,2.1296368,.2171444,.74085689,.13365076,96,CT
3.0087714,.33050075,2.1018624,.21743736,.59263027,.13996619,97,CT
3.5286434,.3252373,1.8849057,.22005765,.62642914,.13820505,98,CT
3.2335861,.32799587,1.6284671,.22417907,.67837441,.13590902,99,CT
3.1175151,.32923925,2.1807282,.21662691,.64095497,.13751747,100,CT
0,0,1.5152071,.11760873,1.150328,.33904514,1,DE
.020076536,.00086339616,1.5113864,.11763181,1.1325009,.34062549,2,DE
.044499077,.00084348762,1.5173699,.11759572,1.0693228,.34678805,3,DE
.046429954,.00084282324,1.5132104,.11762077,1.1436081,.33963335,4,DE
.07696002,.00083679735,1.5105034,.11763716,1.1285422,.34098524,5,DE
.015391367,.00087484875,1.5089962,.11764631,1.2746677,.32956976,6,DE
.21275502,.00083103002,1.5125914,.11762451,1.0587748,.3479121,7,DE
.097959407,.00083485141,1.5127007,.11762386,1.160346,.33818457,8,DE
0,0,1.5168486,.11759885,1.2215656,.33331606,9,DE
.11401168,.00083385088,1.5145303,.11761281,1.0856818,.34510165,10,DE
.050192874,.00084167783,1.5072973,.11765666,1.1509315,.33899274,11,DE
.04806846,.00084230205,1.5097741,.11764159,1.1711007,.33728182,12,DE
.45210052,.00082931505,1.5165219,.11760081,1.0912303,.3445448,13,DE
0,0,1.508976,.11764643,1.1285509,.34098446,14,DE
.021389762,.00086112256,1.5088987,.1176469,1.0679718,.34693035,15,DE
.17632464,.00083170121,1.5100873,.11763969,1.1582178,.33836579,16,DE
0,0,1.5087276,.11764795,1.160484,.33817285,17,DE
0,0,1.5083779,.11765008,1.1723847,.33717549,18,DE
.060614109,.00083925819,1.5125927,.11762451,1.0856203,.34510788,19,DE
0,0,1.5138665,.11761681,.9994635,.35483134,20,DE
0,0,1.5096169,.11764254,1.1130167,.34242848,21,DE
.21662304,.00083097204,1.5143749,.11761375,1.1329706,.34058303,22,DE
0,0,1.5137668,.11761741,1.0496259,.34891146,23,DE
0,0,1.5108889,.11763483,1.090264,.34464124,24,DE
0,0,1.5137516,.11761751,1.2166334,.33368516,25,DE
.024879323,.00085628737,1.5156827,.11760587,1.1003691,.34364367,26,DE
.13717,.00083282252,1.5129077,.11762261,1.0318867,.35091677,27,DE
.21453986,.00083100301,1.5149786,.1176101,1.2280325,.33283782,28,DE
.14359315,.00083259639,1.5144757,.11761314,1.0817903,.34549671,29,DE
.099471934,.00083474326,1.5118004,.1176293,1.1412778,.33983943,30,DE
0,0,1.5128869,.11762273,1.0920767,.34446052,31,DE
0,0,1.5120535,.11762777,1.1281656,.34101963,32,DE
0,0,1.5136638,.11761804,1.024888,.3517336,33,DE
0,0,1.5108976,.11763477,1.1364584,.34026909,34,DE
.014234382,.00087890931,1.5131783,.11762097,1.0938708,.34428239,35,DE
.074929602,.00083704398,1.5143927,.11761364,1.1167235,.34207913,36,DE
0,0,1.511995,.11762813,1.174243,.3370221,37,DE
.10366632,.0008344599,1.5105221,.11763705,1.1590275,.33829674,38,DE
0,0,1.5132028,.11762082,1.0698359,.34673411,39,DE
0,0,1.5149335,.11761038,1.186095,.33605829,40,DE
0,0,1.5147972,.1176112,1.1091928,.34279203,41,DE
0,0,1.5071024,.11765784,1.0740505,.34629369,42,DE
0,0,1.5136542,.11761809,1.1918048,.33560273,43,DE
0,0,1.5066403,.11766066,1.0689085,.34683165,44,DE
.20754258,.00083111151,1.5111113,.11763348,1.1603354,.33818546,45,DE
0,0,1.5142512,.11761449,1.1089358,.34281659,46,DE
0,0,1.5112264,.11763278,1.190191,.33573091,47,DE
.21838583,.00083094632,1.5071473,.11765756,1.2087057,.33428651,48,DE
0,0,1.5152453,.1176085,1.1247854,.34132969,49,DE
0,0,1.5130907,.1176215,1.2506675,.33121312,50,DE
.23348923,.00083074183,1.5138371,.11761699,1.20499,.33457184,51,DE
.042273909,.00084433006,1.511487,.1176312,1.1618223,.33805937,52,DE
0,0,1.5109084,.11763471,1.1589397,.33830422,53,DE
.13700791,.00083282852,1.5106466,.11763629,1.1792465,.33661216,54,DE
0,0,1.5080003,.11765237,1.0771561,.34597209,55,DE
.030361906,.00085099851,1.5148069,.11761114,1.2075268,.33437681,56,DE
0,0,1.5122038,.11762686,1.0147563,.35294297,57,DE
.021811904,.00086045213,1.5092386,.11764484,1.0588542,.34790352,58,DE
0,0,1.5122392,.11762664,1.2642586,.33027285,59,DE
.24535617,.00083059893,1.5146321,.1176122,1.1241329,.34138983,60,DE
.11944834,.0008335734,1.5145122,.11761292,1.1130474,.34242555,61,DE
.029694788,.00085153466,1.5112989,.11763234,1.0778934,.3458961,62,DE
0,0,1.5144242,.11761345,1.0290537,.35124564,63,DE
.066183813,.00083828141,1.5094587,.11764351,1.1544452,.33868912,64,DE
.1720846,.00083179789,1.5068576,.11765933,1.2146285,.33383632,65,DE
.057074554,.00083997945,1.5134815,.11761913,1.2055227,.3345308,66,DE
0,0,1.5133729,.1176198,1.1075883,.34294558,67,DE
.10568121,.00083433185,1.5147598,.11761142,1.0741593,.34628239,68,DE
0,0,1.5116472,.11763023,1.152783,.33883247,69,DE
.09326724,.0008352095,1.5100975,.11763962,1.1204515,.34173083,70,DE
.10711038,.00083424401,1.5098878,.1176409,1.0711558,.3465957,71,DE
0,0,1.5124189,.11762556,1.1808888,.33647859,72,DE
0,0,1.5113533,.11763201,1.177525,.33675268,73,DE
.10659035,.00083427568,1.5119563,.11762836,1.2897846,.32857406,74,DE
.0033276021,.0011019168,1.5124588,.11762532,1.1338003,.34050813,75,DE
0,0,1.5105114,.11763711,1.1483517,.33921722,76,DE
0,0,1.5137067,.11761778,1.0970745,.34396625,77,DE
0,0,1.5161142,.11760326,1.113203,.34241083,78,DE
.22696897,.00083082676,1.5108033,.11763535,1.0795246,.34572846,79,DE
.066108212,.00083829358,1.5083027,.11765053,1.1692483,.33743578,80,DE
.065261647,.00083843147,1.5128672,.11762285,1.1512091,.33896866,81,DE
0,0,1.5121509,.11762718,1.2182999,.33356002,82,DE
.018982671,.00086554111,1.5092193,.11764496,1.0350169,.35055625,83,DE
.28059655,.0008302459,1.5053818,.11766834,1.1187541,.34188902,84,DE
.035143435,.00084776554,1.5085064,.11764929,1.0694076,.34677914,85,DE
.082451113,.00083619182,1.5129595,.11762229,1.0197047,.35234827,86,DE
.065430515,.00083840371,1.5074811,.11765553,1.1817645,.33640757,87,DE
.12626319,.00083325955,1.5070115,.11765839,1.2245054,.33309785,88,DE
.2907972,.00083015976,1.5113416,.11763208,1.1454645,.33946994,89,DE
0,0,1.5111835,.11763304,1.2629025,.33036551,90,DE
0,0,1.5108148,.11763527,1.0839071,.34528136,91,DE
0,0,1.5131304,.11762126,1.0704296,.34667179,92,DE
.049539864,.00084186386,1.511577,.11763065,1.1637993,.33789235,93,DE
0,0,1.5075988,.11765482,1.1522957,.33887458,94,DE
.17076707,.00083182892,1.5092994,.11764447,1.1773714,.33676526,95,DE
.14832728,.00083244237,1.5155928,.11760641,1.0982488,.34385097,96,DE
0,0,1.5140849,.1176155,1.1900584,.33574149,97,DE
0,0,1.512385,.11762577,1.1172652,.34202832,98,DE
0,0,1.5134506,.11761933,1.2035478,.33468318,99,DE
0,0,1.5139618,.11761624,1.0492693,.34895086,100,DE
0,0,2.6048141,.17649809,1.3541465,.43127915,1,MD
.61362523,.0001000163,2.6051469,.17649657,1.315184,.43538713,2,MD
0,0,2.6056976,.17649403,1.4421289,.4230589,3,MD
.39824376,.00010002511,2.6042461,.17650069,1.176126,.45312279,4,MD
0,0,2.6049154,.17649762,1.3766196,.42904842,5,MD
0,0,2.6043472,.17650023,1.2758619,.43987513,6,MD
0,0,2.6049085,.17649765,1.051264,.47485173,7,MD
0,0,2.6051564,.17649652,1.1488388,.45730755,8,MD
0,0,2.6050854,.17649685,1.5148152,.41718644,9,MD
0,0,2.605206,.17649628,1.4546646,.42199209,10,MD
0,0,2.6052785,.17649595,1.2102578,.44825238,11,MD
0,0,2.6053445,.17649566,1.3859752,.42814767,12,MD
0,0,2.6044466,.17649977,1.3608032,.43060827,13,MD
.33048195,.00010003027,2.6043811,.17650008,1.122084,.46168959,14,MD
0,0,2.6049581,.17649743,1.4182727,.4251568,15,MD
.19411545,.00010005154,2.6052341,.17649616,1.2543988,.44248536,16,MD
0,0,2.6044133,.17649993,1.3523746,.43145922,17,MD
0,0,2.605469,.17649508,1.1934854,.45059776,18,MD
.14255737,.0001000702,2.6047754,.17649826,1.1951962,.45035437,19,MD
0,0,2.604908,.17649765,1.1871521,.45150715,20,MD
0,0,2.6045463,.17649932,1.3625919,.43042949,21,MD
.3283042,.00010003047,2.6054249,.17649528,1.3263857,.43417329,22,MD
0,0,2.6047289,.17649847,1.3315462,.43362319,23,MD
0,0,2.6043248,.17650034,1.3321413,.43356013,24,MD
0,0,2.6043851,.17650005,1.2535349,.44259298,25,MD
0,0,2.6050973,.17649679,1.257534,.44209656,26,MD
0,0,2.60518,.1764964,1.0773197,.46972024,27,MD
.74129772,.00010001349,2.6049201,.17649761,1.5344723,.41571978,28,MD
.49439436,.00010002023,2.6046946,.17649864,1.0549238,.47410879,29,MD
.18636055,.00010005369,2.6039097,.17650224,1.3134761,.43557465,30,MD
0,0,2.6049004,.1764977,1.3276757,.43403524,31,MD
.52861708,.00010001892,2.6043649,.17650016,1.2330483,.44520465,32,MD
0,0,2.6047375,.17649844,1.111304,.46353969,33,MD
.50317043,.00010001988,2.6046963,.17649862,1.1737162,.4534815,34,MD
.1466351,.00010006825,2.605159,.17649651,1.3115629,.43578544,35,MD
0,0,2.605191,.17649636,1.1455064,.45783773,36,MD
.049758907,.00010020137,2.6052756,.17649597,1.2609955,.44167036,37,MD
.58005482,.00010001724,2.6051486,.17649655,1.2336615,.44512475,38,MD
0,0,2.6046541,.17649882,1.0013295,.48579437,39,MD
0,0,2.6050265,.17649712,1.3785659,.42885971,40,MD
.10753554,.00010009308,2.6048949,.17649771,1.3293136,.43386048,41,MD
0,0,2.6050334,.17649709,1.3067693,.43631727,42,MD
.082908943,.00010012076,2.6046503,.17649885,1.3089635,.43607318,43,MD
.8133443,.00010001229,2.6052763,.17649597,1.1184558,.46230665,44,MD
.68029886,.0001000147,2.6049387,.17649752,1.1689974,.45418987,45,MD
.043031003,.00010023293,2.6046309,.17649893,1.3303381,.43375146,46,MD
0,0,2.6053102,.17649581,1.3555319,.43113881,47,MD
.29315266,.00010003412,2.6044028,.17649998,1.2276442,.44591337,48,MD
.84480822,.00010001184,2.6046345,.17649892,1.4220982,.42481425,49,MD
0,0,2.6056707,.17649415,1.1396352,.4587824,50,MD
0,0,2.6049919,.17649727,1.268752,.44072664,51,MD
0,0,2.6051009,.17649677,1.2198212,.44695452,52,MD
0,0,2.6051805,.1764964,1.078993,.46940285,53,MD
0,0,2.6053309,.17649572,1.1172429,.46251419,54,MD
.070262365,.00010014253,2.6051245,.17649667,1.1353065,.45948768,55,MD
.088458806,.00010011317,2.6046321,.17649892,1.2349207,.44496104,56,MD
.89169389,.00010001122,2.6048088,.17649812,1.1889184,.45125219,57,MD
0,0,2.6054265,.17649528,1.2789656,.43950742,58,MD
1.0012455,.00010000999,2.6048784,.17649779,1.0494368,.47522548,59,MD
0,0,2.6050127,.17649718,1.2298743,.44561988,60,MD
0,0,2.6054261,.17649528,1.3551695,.4311755,61,MD
.38511899,.00010002597,2.6045196,.17649944,1.2128297,.44790059,62,MD
0,0,2.6042995,.17650045,1.2661484,.44104165,63,MD
0,0,2.6054251,.17649528,1.3570218,.43098831,64,MD
0,0,2.605242,.17649612,1.3491985,.4317835,65,MD
0,0,2.6044495,.17649977,1.3037472,.43665519,66,MD
0,0,2.60478,.17649825,1.3719441,.42950463,67,MD
0,0,2.605535,.17649478,1.3565451,.43103641,68,MD
.79815727,.00010001253,2.6050866,.17649683,1.1806881,.45244926,69,MD
0,0,2.6047003,.17649861,1.3486161,.43184316,70,MD
.0080817537,.00010125286,2.6051247,.17649665,1.3716226,.42953613,71,MD
0,0,2.6047473,.1764984,1.2103103,.44824517,72,MD
0,0,2.6039202,.1765022,1.1829705,.45211497,73,MD
.75092363,.00010001332,2.6051486,.17649655,1.3665943,.43003163,74,MD
0,0,2.6048231,.17649804,1.1931773,.45064169,75,MD
0,0,2.6050143,.17649716,1.3115009,.4357923,76,MD
.16316818,.00010006133,2.6052911,.17649589,1.1202354,.46200326,77,MD
0,0,2.6051373,.17649661,1.0752946,.47010627,78,MD
0,0,2.6050551,.17649698,1.2220869,.4466511,79,MD
0,0,2.6047049,.17649859,1.3296807,.43382141,80,MD
.7604872,.00010001315,2.6051421,.17649658,1.407364,.42614698,81,MD
.49979731,.00010002001,2.6050494,.17649701,1.3782587,.42888945,82,MD
.76000184,.00010001316,2.6048534,.17649791,1.3146944,.43544084,83,MD
.33683559,.0001000297,2.6049685,.17649738,1.3824213,.42848796,84,MD
1.4410717,.00010000694,2.6052608,.17649604,1.0282019,.47971186,85,MD
.40666059,.0001000246,2.6055372,.17649476,1.4226173,.42476794,86,MD
0,0,2.6045182,.17649944,1.4072503,.42615741,87,MD
.1012522,.00010009886,2.6042321,.17650077,1.2067538,.44873497,88,MD
0,0,2.6045175,.17649946,1.3583784,.43085167,89,MD
.0048101842,.00010212306,2.6049831,.17649731,1.2669173,.44094843,90,MD
.051433451,.0001001948,2.604713,.17649855,1.1246258,.46126065,91,MD
1.4273492,.000100007,2.6049531,.17649744,1.2903193,.43818244,92,MD
0,0,2.6048059,.17649813,1.1552403,.45630106,93,MD
0,0,2.6053798,.17649549,1.1655492,.45471254,94,MD
0,0,2.6048856,.17649776,1.2187711,.44709569,95,MD
.24817123,.00010004031,2.6049595,.17649741,1.3362951,.43312192,96,MD
.3720035,.00010002689,2.6045017,.17649952,1.1713729,.45383227,97,MD
.084879018,.00010011796,2.6045291,.1764994,1.369519,.42974284,98,MD
0,0,2.60462,.17649898,1.3233767,.43449667,99,MD
.18376938,.00010005444,2.6047404,.17649843,1.2718577,.4403531,100,MD
3.9800313,.30259493,3.1897349,.24222933,.2633619,.05034633,1,MA
3.9379079,.30284122,2.7870164,.24491686,.2458341,.051042039,2,MA
4.5744958,.29963452,3.0674891,.24296464,.28704515,.049564563,3,MA
3.9184487,.30295691,2.9662697,.24362309,.25156966,.050801557,4,MA
4.6155944,.29945987,2.477134,.24763922,.27655584,.049891308,5,MA
4.2985344,.30089983,2.3330569,.24917755,.23229751,.051667161,6,MA
4.145731,.30167818,3.14118,.242514,.26293653,.050361905,7,MA
4.3262649,.30076489,2.9564657,.24368946,.21274823,.05274516,8,MA
